Palabra,IDF_Colima,IDF_Yucatán,IDF_Morelos,IDF_QR,IDF_Jalisco,IDF_Guerrero,IDF_Tamaulipas,IDF_Chiapas,IDF_BCS,IDF_Veracruz,IDF_NL,IDF_Guanajuato,IDF_Puebla,IDF_Tabasco,IDF_Mexico_City,IDF_Sonora,IDF_Mexico,IDF_Oaxaca,IDF_Coahuila,IDF_Michoacán,IDF_Sinaloa,IDF_Querétaro,IDF_Durango,IDF_Zacatecas,IDF_Chihuahua,IDF_Hidalgo,IDF_BC,IDF_Campeche,IDF_Tlaxcala,IDF_SLP,IDF_Aguascalientes,IDF_Nayarit
pequeño,7.636602508481567,7.96621935348607,7.809950686367485,8.000748727649313,7.8825326290395665,7.779654492040788,8.071165810884331,7.552197722955307,7.1463292576688975,7.712571355471239,8.053639187882263,8.244121689898186,6.932940996636318,6.906976947272782,7.8131321180282685,7.906643550129447,7.514607615743716,7.8805049865508,7.707306781054507,8.22243329601356,7.863324349527626,7.7131888459845,8.074399023056863,7.810342891085942,7.905014684877202,7.598989759334454,7.678138116285611,7.984451734854121,7.389630352734534,7.7455794278811405,7.894416714542957,7.376726947898627
además,6.789304648094363,6.450713260886174,6.5146281034533216,6.787726087803461,6.2386434878512205,6.851667720403442,7.16290725070744,6.593347376662356,6.507249298379228,6.738011715473108,6.784805749354286,6.577113925642609,6.198121119675804,6.7218345141371865,6.2546435618871845,6.653880581634079,6.471902959013902,6.6532753200605965,7.084777167708515,6.316263475607762,6.980935169329152,6.28013271895657,6.582744146279145,6.2962151584561665,6.558994222895251,6.794616943664284,6.535465837823471,6.598157373734231,5.693181063310805,6.279242359087713,6.795804425874847,6.588269587534357
40,7.482451828654308,7.308163492737395,7.419084377680473,7.489923103883323,7.433363086696673,6.975281676370619,7.338797917171105,7.0767740262402326,7.605861587047338,7.172186929463703,7.424343479308851,7.222470442366206,7.7073136171188485,7.373596478534277,7.518124005484415,7.3005077465591315,7.363501078297686,7.53566450025907,7.271988709796662,7.036809630355822,7.280178064182009,7.468991885472458,7.438410256336865,7.1637157261608895,7.758411210685327,7.867253745929133,7.482393539159516,7.532466611111063,7.590301048196686,7.522435876566931,7.243829148401807,6.788940282996508
impuestos,7.030466704911251,7.96621935348607,6.938111717064164,7.713066655197533,7.220801644713,7.3170309700926754,8.198999182394216,7.391855072880127,7.382718035733127,7.799582732460868,7.651616423965072,7.445613993680416,7.38189121668422,8.345457061563243,7.280967178227282,7.728962372891994,7.232258889267298,7.578224114677866,8.159291904797564,7.912278367709722,7.640180798213416,7.16888729302212,7.563573399290871,7.467398139959111,7.482157834057168,7.598989759334454,7.145921302538303,7.984451734854121,7.841615476477592,7.665536720207603,7.606734642091175,7.194405391104672
baja,7.348920436029786,7.5493255495542835,7.511457697811489,7.5460125705343675,7.636962041937912,7.617135562543013,7.793534074286051,7.85447859482824,4.0131259934863035,7.476182577407008,7.386603151326003,7.64813825779189,7.512253034547464,7.550527186693356,7.623214214342379,7.347027762194024,7.701193571324128,7.4948425057388155,7.707306781054507,7.847739846572151,7.575642277075845,7.388949177798922,7.227101162669658,7.534089514457784,7.671399833695697,7.94729645360267,4.537954559993075,7.984451734854121,7.841615476477592,7.627796392224757,7.671273163228746,7.281416768094302
amistad,7.348920436029786,7.401689550748219,7.578149072310161,8.063269084630647,7.275460057250864,7.72249607820084,7.856054431267386,7.743252959718016,7.5258188793738015,7.530249798677284,7.672523108784385,7.7787584402089545,7.633205644965127,6.8256313078188295,7.905505438159284,7.501178442021282,7.635053768819583,7.381513820431812,7.802616960858832,7.2191311871497765,7.327806113171263,7.556003262462088,7.275891326839091,7.905653070890267,7.448256282381487,8.234978526054451,7.956851518754632,7.03999012601327,7.302618975744905,7.427125696762605,8.182098786994738,7.376726947898627
punto,6.595148633653405,6.758804204969162,6.491097606043128,6.701465743519053,6.622432870480345,7.00194992345278,7.0273617587112165,6.9500223206010885,6.35309861855197,6.789636080878415,6.595263944586844,6.752466813120471,6.506422479330321,6.8256313078188295,6.615059035829521,6.630350084223885,6.773008051797824,6.636180886701297,6.737906223866404,6.61299538357946,6.697572758021887,6.566124173930444,6.688104661936971,6.638705467402942,6.572787545027587,6.443219056826396,6.570557157634742,6.8858394461860115,6.69648317217459,6.4928164593857725,6.48750306622033,6.8460986968364566
quería,7.125776884715576,6.964067331005523,7.419084377680473,7.066439490272481,7.019164298619754,6.923988381983068,6.694921785617942,6.816490927976566,6.6567810323501915,6.872441984562648,6.82925751192512,7.051322186170377,7.172170685702151,6.7218345141371865,7.134800023253463,6.925814297117721,7.1650501395738475,7.102800417962792,6.809365187848549,7.0649805073225185,6.898243453484039,6.8998973535824915,7.013527062371599,6.931093430892136,6.824101973308493,6.718631036686363,7.054949524332576,6.934629610355443,6.652031409603755,6.780498531837553,6.9453361598458105,6.906723318652891
importa,6.483922998543181,6.708542370188273,6.654985461148244,6.7265716646501295,6.760150121037545,6.741666825189113,6.883322388488279,6.268851331087859,6.832671698813856,6.700970443792759,6.835336558001502,6.529323261806261,6.639953871954844,6.590065236506063,6.80331532814329,6.81733365412365,6.664274851661358,7.02483887649308,7.014159600494562,6.749127557904041,6.9638407359698515,6.743054882089521,6.904327770406607,6.969559711719932,6.531965550507332,6.561002092482779,6.664083215645565,6.598157373734231,6.261165100916744,6.554185405762064,6.823975302841543,7.1143626834311355
hablar,6.209486152841421,6.458317860271393,6.654985461148244,6.584601403379742,6.551881759488379,6.642575922544882,6.626602541640465,6.576818074711145,6.594260675368858,6.625132367401254,6.600071646154947,6.2218385620583,6.6999173367224,6.484704720848236,6.473669056592477,6.570181562757432,6.512724953534158,6.976048712323648,6.948201632702765,6.542791124906212,6.622537572078973,6.427538010644297,6.716275538903668,6.638705467402942,6.722319278998551,6.794616943664284,6.724707837462,6.672265345887952,7.389630352734534,6.6469671392130305,6.665751297626649,6.460436216024472
misma,6.432629704155631,6.56283055900688,6.95646085573236,6.5700026039585895,6.4169888962655355,6.364372594047645,6.7682530587034915,5.891901393287715,6.999725783477022,6.65362432319556,6.530275884219406,6.570145256326516,6.59343385631995,6.43063749957796,6.598432735963689,6.46628196773928,6.585631724342245,6.306999083342763,6.655214508021291,6.357648691770616,6.564041365397364,6.703524043332886,6.442982203903986,6.807040782222157,6.455004509371204,6.62554061362035,6.683885842941744,6.794867667980284,6.7430031878094825,6.6469671392130305,6.371990179098486,6.588269587534357
regreso,6.720311776607412,7.34453113690827,6.8511003400745345,7.15345086726211,7.086605579415287,7.2806633259218,7.483379145982212,7.0767740262402326,6.912714406487392,7.296056411176489,6.982903268742408,7.085611259649009,7.2469718987848495,7.400995452722391,7.21056774682555,7.412625044679837,7.170062681397392,7.717986057053025,7.084777167708515,7.186341364326785,7.3524987257616345,6.775844704912513,7.013527062371599,6.858334076609708,7.211867504317257,7.254149273042724,6.984990935725666,7.984451734854121,6.8971538676367405,6.972389539647659,7.3835910907769655,6.971261839790462
líder,7.348920436029786,8.114639358604343,7.448937340830155,7.6686148926266995,7.413818490623703,8.415643258760785,7.994204769748203,7.915103216644676,8.144858087780024,7.544236040652024,7.89215171799115,7.668757544994626,7.415792768359902,7.45815386656234,7.734598844603586,7.993654927119076,7.675875763339838,7.8805049865508,7.662855018483674,7.787115224755715,7.6740823498890975,7.756673957924239,6.939419090217878,6.823847900538539,8.284504306582106,6.998215898905523,8.030959490908355,7.445455234121434,6.954312281476689,7.879110820505663,7.121226826309475,7.482087463556454
agua,6.720311776607412,6.61501631217745,5.94823262853252,6.548496398737626,6.317359055316694,5.784554098794703,6.5986937535233885,6.318244086417435,6.284105747065018,6.373193914139099,5.922711071525643,6.634683777464087,6.4745291155543665,6.330554041020978,6.325160486666848,6.13830435510949,6.5205681309951835,6.0132379648146,6.044759043306459,6.5598855582655125,6.622537572078973,6.206750173022546,6.228572332558531,6.638705467402942,6.842120478811172,6.321329239217359,6.361802343772631,6.8858394461860115,6.491688759528576,6.18743480983459,6.447497731606631,6.634789603169249
decir,5.599720581220526,5.772833552457017,5.809646465246373,5.869635175425158,5.7262255070608665,5.92151995386786,5.748778090594106,5.478205786043036,5.871260531659231,5.822979637006148,5.741818523855136,5.870077632921997,5.858253294053453,5.671308412136714,5.725148730635469,5.823735800473124,5.778755778453957,5.960128139500651,5.821615491992249,5.657483938552025,5.733110482474366,5.688405716842528,5.852782992596484,6.105594798847517,5.6961620695458635,5.740855221161526,5.705559720148137,5.653695764893379,6.049856007249537,5.703277433150761,5.913415245676373,5.6362607730581225
the,7.231137400373402,6.39187276086324,7.390096840807221,6.493309983170335,6.912066163063387,6.438480566201367,7.528841520058969,7.02413029275481,6.625032334035612,7.201745731705247,6.914617360876277,7.109141757059203,7.163202015719391,7.652309881003298,6.776302528897221,6.925814297117721,7.083470152581425,7.130199392150906,7.214830295956713,6.631344522247657,7.090134461294144,7.097428329039975,7.969038507399036,6.368785851291002,6.383545545389059,7.254149273042724,6.61622719446793,6.752308053561489,7.389630352734534,6.972389539647659,6.91358746153123,6.213576138092946
iba,6.863412620248085,6.537724637875804,7.0952973005865765,6.8432959389582715,6.711040417002796,6.6616241175155775,6.469760070147495,6.775668933456311,6.594260675368858,6.40423853582106,6.409750046693917,6.634683777464087,6.734206410201033,6.60248775650462,6.775144451176594,6.63813222466594,6.89121347394412,7.0001462639027086,6.671214849367732,6.542791124906212,6.396987280734199,6.719149361235967,6.608061954263435,6.989362339016112,6.4186368652003285,6.821285190746446,6.55285758053534,6.464625981109708,6.954312281476689,6.35928506676125,6.550681967841862,6.501258210544727
alma,6.789304648094363,7.002781843186214,7.0334218968684885,6.922545310612412,7.286759612504797,6.762720234386946,7.418840624844641,6.775668933456311,6.594260675368858,6.738011715473108,7.376076738339016,6.944838705767927,6.998898964428115,6.707848272162446,7.1565946830808835,6.936285596985016,6.949938759956902,6.80169532517887,7.364362029927677,6.906756502107624,7.016026489140422,7.156617200430306,6.558051533688773,7.435649441644531,6.917628031319317,6.718631036686363,7.417855018021945,6.018338878481289,6.652031409603755,7.340114319772976,7.243829148401807,7.040254711277414
inicio,6.789304648094363,6.856178368994338,6.575997049829613,6.815125061991575,6.770268251203129,6.62388378953273,6.7682530587034915,6.439196696835098,6.871892411967137,6.602909230616544,6.268776297713268,6.642118755951605,6.158115785062105,6.924071380632082,6.828633136127579,7.001526118853417,6.471902959013902,6.170423548337012,6.564242729815564,6.85912845311837,7.109552547151245,6.8998973535824915,6.4214759986830225,6.401575674113992,7.352946102577162,6.540382805280044,6.735179137329295,6.31944397126521,6.69648317217459,7.073485656519027,6.768405451686732,7.040254711277414
creo,5.516338972281476,5.23769062104032,5.507365593373439,5.415037378739348,5.2863551290304445,5.643054536521004,5.627081155616586,4.954350661986711,5.590958566505073,5.3885509817571275,5.2986004773441335,5.380863167410584,5.468241929847129,5.3935274106676445,5.3705009513885065,5.568584068941741,5.503968993987908,5.45102814170213,5.5202345751823065,5.399972743733607,5.413757066184934,5.3075864059411915,5.6272327012517085,5.904173070680143,5.33602491787866,5.5049494182334655,5.375553023291566,5.58655646205575,5.709988181627186,5.171060619403453,5.608638739865292,5.459804335716566
super,6.720311776607412,6.718394666631285,6.8511003400745345,6.902136438981205,6.826031825721584,6.535330392191285,6.736164744151991,6.9500223206010885,7.200396478939173,6.7317421024595125,6.48416453226,6.848610673673373,6.954447201857281,6.473654884661651,6.7232726204697535,6.056440485031317,6.730026229224139,6.842517319699125,7.060679616129455,6.83613893489367,6.764712060859516,6.513480440445021,7.136129384463931,7.18781327773995,6.8064023962090925,7.064907273404196,6.919608176462814,6.839319430551119,6.843086646366465,6.5169140109648325,6.91358746153123,7.194405391104672
temas,7.231137400373402,7.96621935348607,7.207775284013267,7.690593799345475,7.446608313446694,7.72249607820084,7.994204769748203,7.691959665330466,7.788183143841292,7.817931871129065,7.6795902760074775,7.305852051305258,7.415792768359902,6.906976947272782,7.693172802949289,7.3005077465591315,7.635053768819583,7.53566450025907,8.233399876951285,7.2191311871497765,7.403792020149186,7.671516149583932,7.052747775524881,7.3178664059881475,7.383717761243916,7.487764124224229,7.551386410646468,6.711486059041233,7.302618975744905,7.139443624310824,7.671273163228746,7.733401891837359
razón,6.132525111705292,6.779638291872004,6.301054003155262,6.5068237023370585,6.504000273255165,6.721047537986378,6.859224836909219,6.268851331087859,6.871892411967137,6.65362432319556,6.607326817036119,6.657156633316146,6.479023505142206,6.35954157789423,6.463447502520939,6.4862161826400975,6.415995327075606,6.636180886701297,6.828057320860702,6.631344522247657,6.71064483958924,6.469586246887796,6.634037440666695,6.758250618052725,6.383545545389059,6.520180097962524,6.800419659197696,6.56306605392296,6.60947179518496,6.412773751712236,6.353971673595808,6.312016210906199
pago,7.348920436029786,7.837007622006064,7.0952973005865765,7.370121904070703,7.29818830832842,7.057519774607591,7.552372017469164,7.132343877395043,7.451710907220079,7.696042053520028,7.7156952806495935,7.668757544994626,7.276530701026394,7.849020175249351,7.31414095190928,7.464810797850407,7.264870474856059,7.102800417962792,7.243001172923409,7.847739846572151,7.403792020149186,7.156617200430306,7.438410256336865,7.094722854673938,7.553616798039314,6.694533485107302,7.575483962225528,7.2223116828072245,7.302618975744905,7.556337428242612,7.3835910907769655,7.733401891837359
tener,5.385310709875071,5.382872630884818,5.551817355944274,5.500804200496773,5.466987107049069,5.519117635290242,5.7645886966207485,5.445944923824814,5.547473454565334,5.418354512147709,5.562736802787929,5.426276376070286,5.559135647087202,5.512243717507027,5.5243675806528545,5.43103929300376,5.527997060106774,5.730111708898679,5.729445032192592,5.2267010224595705,5.4246070822090005,5.5350579274638605,5.3589687146570295,5.7139995386035025,5.258466683532785,5.441770516611934,5.558956245956261,5.476014587655927,5.95888422904381,5.5030982589568,5.697192137206737,5.402645921876617
increíble,6.537990219813457,6.926795936208292,7.0334218968684885,6.74366609800943,6.7239023306452035,7.00194992345278,7.31974972220041,7.132343877395043,6.535420175345924,7.019424174911293,6.573910820116275,6.8304283545901825,6.877754581069026,6.794859649152076,6.672913828527695,7.3005077465591315,6.783194897104817,6.907055840836696,7.271988709796662,7.253032738825458,6.764712060859516,6.8538062463822245,6.939419090217878,6.790511480270947,7.294105602554229,6.603561706901575,7.1781821647565245,7.03999012601327,7.148468295917647,7.011610252800939,6.69044391021702,7.376726947898627
manera,6.337319524351306,6.239764982665783,6.263313675172415,6.527442989539794,6.398120411961153,6.378761331499745,6.562653817040191,6.12334374741662,6.37719617013103,6.301584381760977,6.649464401484524,6.236653647843441,6.298204578232786,6.518606272523917,6.484861597024755,6.360263773662483,6.452100331717722,6.4942106254309095,6.521683115396768,6.542791124906212,6.229193824503154,6.451348659338016,6.097236330497444,6.6109259032958665,6.3168541708903865,6.337858541168569,6.347413606320532,6.375013822420021,6.7430031878094825,6.446296443750879,6.371990179098486,6.543817824963523
amigo,5.962626074909895,6.035197816924508,5.503027191774842,6.085610237260755,6.075427590136851,5.722518707875251,6.037768207705902,5.812494615683305,5.495648386700748,5.6735178746966906,6.005613842435806,5.937839735022815,5.885248798395464,5.676246693777297,6.023553674746574,5.750369576406323,5.620684223883462,5.390708351468608,6.0108574916307775,5.77614148235334,5.831892027034151,5.961217626814857,5.254343763578157,5.6864495868352725,6.122065845331302,6.101469763104339,6.085049341853041,6.101720487420339,5.85569999280858,5.697886584515884,5.7943558856603845,5.990432586778736
diciembre,6.537990219813457,6.926795936208292,6.885001891750216,6.852865389974422,7.1197055278416315,7.211670454434849,6.985976542548363,7.161331414268295,6.625032334035612,6.757059910443802,7.1270919558409185,7.196153134048832,7.006503563813334,7.0724913857503555,7.20166296848259,7.001526118853417,7.2928835110837325,6.8850769341179205,6.948201632702765,7.009410656167708,6.792882937826212,7.272877006546167,6.688104661936971,6.097364299711002,7.294105602554229,6.821285190746446,7.02637615188852,6.31944397126521,6.529429087511423,6.916300072996615,7.047118854155753,6.971261839790462
saben,6.655773255469841,6.40626149831534,6.391568010696094,6.355592732613134,6.363673837497814,6.2308412014231225,6.445854549293941,6.662340248149308,6.723472406848864,6.22341960891164,6.289756088182463,6.375172581979003,6.364247990549778,6.680449297974332,6.2705884404241985,6.4862161826400975,6.304272117629951,6.539331060711379,6.655214508021291,6.225879414139493,6.508778686722315,6.285221788464042,6.339797967668756,6.667278839846999,6.306158881773639,6.424869918158199,6.285109722984377,6.529164502247279,6.69648317217459,6.269672908071563,6.48750306622033,6.068394128248448
noches,6.292867761780472,6.6421673012434015,6.235914700984301,6.74366609800943,6.766884153218889,6.62388378953273,6.527867700954776,6.092572088749867,6.723472406848864,6.464581665728528,6.644413885698455,6.404160118852255,5.946806691394898,6.736019149129143,6.638002685650661,6.711038995474027,6.027217137752457,6.0597579804494925,6.454543812559139,6.65003665525981,6.8366855604846055,6.918945548553186,7.227101162669658,6.6109259032958665,6.722319278998551,6.876855041901257,6.811719214451629,6.241482429795498,7.014936903293124,6.170043067122721,6.409031450778835,6.971261839790462
haces,6.655773255469841,7.002781843186214,6.920093211561486,7.078415681319196,7.134233628404541,7.178880631611858,7.055935131155272,6.9741198721801485,6.912714406487392,7.201745731705247,7.1270919558409185,6.986081664301976,7.077679842281229,6.924071380632082,7.1183522840444375,7.001526118853417,7.047267103917465,7.381513820431812,7.187431321768599,7.186341364326785,7.280178064182009,7.232603107408227,7.227101162669658,7.3178664059881475,7.160574209929706,7.21332727852247,7.35723039620551,7.03999012601327,7.148468295917647,7.312715345584861,7.3835910907769655,7.040254711277414
basta,7.636602508481567,8.00131067329734,7.578149072310161,7.913737350659685,7.8520734215548575,8.214972563298634,8.03194509773105,7.509638108536511,8.144858087780024,7.7815642269581895,7.784163079927055,7.514606865167368,7.738566160622953,7.765638566310301,7.463672685880244,7.879244575941332,6.749634700612515,7.6226758772487,8.233399876951285,7.62459629525794,7.640180798213416,7.343828742518452,7.786716950605081,7.404877782977778,8.141403462941433,7.793145773775412,7.921760198943362,7.365412526447898,6.954312281476689,7.879110820505663,6.978125982668802,7.733401891837359
quieras,7.348920436029786,6.926795936208292,7.949712628742644,7.759586670832427,7.582046284341797,7.72249607820084,7.957837125577328,7.691959665330466,7.5258188793738015,7.894892912265193,7.61771487228939,7.7787584402089545,7.427353590760978,7.583317009516346,7.752892037650912,7.879244575941332,7.667576960525143,7.578224114677866,7.620295404064878,7.787115224755715,7.7832816418540895,7.343828742518452,8.074399023056863,7.905653070890267,7.713959448114493,7.598989759334454,7.1781821647565245,7.627776790915388,7.9957661563048505,7.83259080487077,7.894416714542957,7.5998704992128365
momentos,6.595148633653405,6.8117266064235045,6.994201183715208,6.902136438981205,6.980780055611438,7.00194992345278,6.946236213898848,6.593347376662356,6.871892411967137,6.6949281293367955,6.941374810045826,6.769273931436852,6.740037330511826,6.977181205946031,7.095770679347728,6.753964040191061,6.8073756953020315,6.724734284042742,6.772997543677674,6.770180967101873,6.91424379483048,7.120685191204243,6.775116038926601,6.95014162586283,7.160574209929706,7.031005721728515,7.145921302538303,6.752308053561489,7.079475424430695,7.116970768458766,7.012027534344483,6.683579767338681
plaza,7.636602508481567,7.4214921780443985,7.687348364275153,7.054605032625478,6.960075382249747,7.434814005749058,7.282708450520061,6.859050542395361,8.299008767607283,7.011125372096598,7.386603151326003,6.8765194617904495,7.3384061047444815,7.134366789468443,7.4033191769840005,7.31577521868992,7.047267103917465,7.346422500620542,7.397151852750668,6.749127557904041,6.004425577461943,6.862856081902143,7.275891326839091,7.1401852287506955,7.713959448114493,6.966467200590944,7.08436340953887,5.979118165328007,6.8971538676367405,6.934649211664811,6.641653746047589,7.482087463556454
podemos,7.125776884715576,7.05684906445649,6.588736075607043,6.975467712066754,6.670346226176242,6.899295769392697,7.16290725070744,6.9741198721801485,6.912714406487392,7.079528098980998,7.067668535370118,6.4773635228755495,6.969046001278434,7.295634937064565,6.987066477746839,7.120714636118535,6.803885290362263,6.842517319699125,7.243001172923409,6.982742409085546,7.25718854595731,6.844837576399464,6.40042258948519,7.3178664059881475,6.957633365933016,6.905842578774509,6.714345050426453,6.711486059041233,6.568649800664705,7.073485656519027,6.852962839714795,6.906723318652891
covid,6.720311776607412,6.56283055900688,6.6969496602472764,6.660974382164317,6.99765809339879,6.828678202178743,7.115654365856895,6.9741198721801485,6.871892411967137,7.211796067558749,6.853798620841237,6.769273931436852,6.961719961186361,6.60248775650462,6.739893501705794,6.555688555454865,6.857565439825887,6.344270478139994,6.578841529236716,6.525984006589831,6.8824950965159,6.566124173930444,6.40042258948519,6.200904978651842,6.531965550507332,6.743323649276734,6.693936178795246,6.934629610355443,7.079475424430695,6.829288696006985,6.353971673595808,7.482087463556454
feo,7.348920436029786,7.3632232699204225,7.809950686367485,7.50827224255152,7.309749130729497,7.116360274630524,7.070533930576425,7.320396108897983,7.605861587047338,7.437468065226318,7.286015914420835,7.479515545356097,7.499674252340604,7.033270672597074,7.570570480856957,7.213496369569501,7.321703949619224,7.6226758772487,7.364362029927677,7.36223203079045,7.07108626632345,7.3292299430973,7.706674242931545,7.18781327773995,7.265934725587533,6.876855041901257,7.921760198943362,7.097148539853218,6.8971538676367405,7.234753804115149,7.288280910972641,7.733401891837359
anda,7.125776884715576,6.902698384629231,6.920093211561486,7.102807134443355,6.919909340524413,6.7842264396079095,6.812704821274325,7.25370473439931,6.689570855173183,6.994731562320921,6.617082991981484,6.924838039061257,7.128110695908121,6.69405495003011,7.020524143937685,6.492950214821441,7.1955093470585565,7.02483887649308,6.828057320860702,7.123821007345452,6.65935154520169,6.827137999300064,6.805887697593355,6.823847900538539,6.771916220137923,7.136366237386341,7.069548323753729,7.445455234121434,7.014936903293124,6.566924431539494,6.641653746047589,6.906723318652891
puso,7.482451828654308,7.462314172564653,7.949712628742644,7.759586670832427,7.446608313446694,7.668428856930563,7.282708450520061,7.59664948552614,7.605861587047338,7.489427804157029,7.173029051027944,7.496907288067966,7.317352695546649,7.518778488378775,7.360849949874888,7.447111220751006,7.466155232357769,7.455621792585534,7.397151852750668,7.324491702807602,7.090134461294144,7.48579900378884,7.136129384463931,7.643288806422776,7.020812267554548,7.659614381150889,7.527855913236273,7.445455234121434,7.841615476477592,7.556337428242612,7.4348843851645166,7.887552571664617
vieja,7.348920436029786,8.24247273011423,7.479708999496909,7.783684222411487,7.957433937212684,7.24557200611053,7.4398940340424735,8.38510684589041,7.788183143841292,7.978274521204244,7.800036429083344,7.8263864891982085,7.8041634431087665,7.849020175249351,7.8262902026057795,7.59834219047493,7.781236278997665,8.005668129504805,8.159291904797564,7.675889589645491,7.905883963946422,7.9798175092384485,7.786716950605081,7.643288806422776,7.671399833695697,8.129618010396625,7.65146986920345,7.850920342229599,7.302618975744905,7.704757433360885,7.894416714542957,7.733401891837359
perder,7.030466704911251,7.05684906445649,7.0952973005865765,6.953961506845791,6.923854118815429,6.851667720403442,6.972553522216222,7.050105779158071,7.318179514595556,6.858156027315171,6.761882109452349,6.867129721440611,6.898094265306149,6.794859649152076,6.943672685838212,7.227482611544241,6.945914609657176,6.80169532517887,7.579473409544622,7.036809630355822,7.129355174447425,6.9886254691911756,7.052747775524881,7.051237742734199,7.042791174273322,6.743323649276734,6.907029394255955,7.157773161669653,7.48494053253886,7.052432247321195,7.2012695339830115,7.281416768094302
gym,7.231137400373402,6.30307726208011,7.900922464573212,7.248761047066435,7.231496933829748,7.779654492040788,7.229598625206113,7.0767740262402326,7.200396478939173,7.088417046398244,7.1189618297576684,7.0973072994122,7.20887205255258,7.518778488378775,7.498846300058512,7.28546986919459,7.315873029308431,7.130199392150906,7.134787588283177,6.5598855582655125,6.898243453484039,7.300656570653243,7.136129384463931,7.263799184717872,6.675066394148005,7.136366237386341,7.575483962225528,6.985922904742994,7.014936903293124,7.312715345584861,7.334800926607534,7.733401891837359
viendo,6.863412620248085,6.2583413682387175,6.6827650252553195,6.622058965914643,6.443528451500147,6.741666825189113,6.227446602725565,6.411025819868401,6.4272065907056914,6.242395510370645,6.171580510813483,6.46478474066869,6.67769419993769,6.148232484227023,6.521902868705104,6.302776682744802,6.4399199131608516,6.706385145374545,6.454543812559139,6.201487961015333,6.270693555409906,6.507090642346251,6.510423484699519,6.790511480270947,5.997423400124025,6.500377470666344,6.398706900708082,6.216789817205126,6.60947179518496,6.412773751712236,6.236188637939424,6.501258210544727
di,7.231137400373402,7.273072172926126,7.511457697811489,7.338373205756123,7.179128948312432,7.029348897640895,7.013375516736477,7.0767740262402326,7.5258188793738015,6.924113995106969,7.004332660198307,7.429084691729205,7.3069899085111025,7.0142224776263795,7.302306494262278,7.256055983988297,7.426414903708255,7.769279351440575,7.243001172923409,7.0649805073225185,6.998326912041021,7.259271354490389,6.939419090217878,7.467398139959111,7.211867504317257,7.436470829836679,6.984990935725666,6.985922904742994,6.8971538676367405,6.916300072996615,7.012027534344483,6.683579767338681
mejor,4.378505970460084,4.45518871518122,4.666923478130791,4.5905015104672415,4.674019591206912,4.368700935433268,4.607933038302724,4.51390583498252,4.631182722691179,4.564117994899584,4.5233446288384,4.518874591613376,4.5832557855063385,4.614613408350275,4.643693725585938,4.594479790837688,4.582563161446983,4.770918955480315,4.6935560019978375,4.513305681069678,4.608438087136392,4.625051963677599,4.493971277170425,4.541811475771881,4.6348455656214504,4.591561446017272,4.618289708083962,4.617155904867647,4.724930592505938,4.61008521195199,4.5954981820012195,4.730552150514504
personas,5.6906923594262535,5.5905119956630625,5.529344500092215,5.62795937598202,5.508346385229637,5.608921530151545,5.788783425207805,5.40957727965394,5.5581687436820815,5.555012034527451,5.792090889108579,5.490225100670559,5.461705958867343,5.533475937612801,5.573953289812534,5.501201071695693,5.564652971791896,5.371384078642205,5.556602219353181,5.394581895098731,5.454129521475322,5.379187556757075,5.435341693441603,5.379924426582011,5.623706990330441,5.1239354059894655,5.709326202943614,5.476014587655927,5.276666119016055,5.374557173333866,5.474048585892527,5.445205536295413
hermosa,5.844843039253512,6.458317860271393,6.235914700984301,6.5700026039585895,6.372744194467778,5.044523332335907,6.136750041254753,6.176832432367607,5.979894372662026,6.089888216287117,6.569226970803849,5.7139584485220665,6.125958673427573,6.873640527005191,6.2175147612128,5.844715590942319,5.635738271619032,6.004188129294682,6.1931790484247315,6.415635949420966,6.387417829718048,6.72705454074308,5.94089026010675,6.531937491977237,5.966651741457271,5.388777986471424,6.177068240573292,6.241482429795498,5.356708826689592,6.4928164593857725,6.572660874560637,6.501258210544727
hago,6.943455327921622,6.370670553212637,7.390096840807221,6.8432959389582715,7.0105062358766395,6.762720234386946,6.835694339499025,6.903502304966196,6.689570855173183,6.809703643929224,6.911322464979424,7.06262174142431,7.119526952216729,7.0142224776263795,6.981360328169984,6.936285596985016,7.034021877167444,7.4178814646026865,6.809365187848549,7.2191311871497765,6.65935154520169,6.9482159308533,7.327184621226641,7.1401852287506955,6.842120478811172,6.905842578774509,7.069548323753729,6.4040013592932725,6.568649800664705,7.162433142535523,7.160447539462756,6.8460986968364566
gente,5.110873864173311,5.22649229573029,5.107714455130695,5.207540718206797,5.114464418211104,4.723989877764124,5.24503632171652,5.38937457233642,5.080132942739082,5.1895129397188615,5.0548189036396955,5.183850895206625,5.224974362836094,5.146783944012562,5.142369858563257,5.091567554050349,5.274199767701562,5.430514601869027,5.515145505674835,5.110940232183954,4.972952591631461,5.1917246004627025,4.998624041829334,5.530747316316595,5.0842625612587975,5.421567809294414,5.302604023645398,5.229881518117018,5.443720203679222,4.994044114839191,5.237659807828297,5.125435149292132
