Palabra,IDF_Norte,IDF_Sur,Diferencia_IDF
justificación,9.31804189556193,8.634276788927181,0.6837651066347483
afán,9.31804189556193,8.634276788927181,0.6837651066347483
felizañonuevo,9.31804189556193,8.634276788927181,0.6837651066347483
alejandro,8.324478017569229,7.640794496272925,0.6836835212963042
lalo,9.410720946905721,8.727692577898065,0.6830283690076566
dj,9.06741380918701,8.38510684589041,0.6823069632965986
regístrate,9.092267215787187,8.41113323761297,0.6811339781742163
plástico,8.995863387366672,8.315823057808647,0.6800403295580253
letras,8.554042294306084,7.874460544611411,0.6795817496946732
atardeceres,8.653743991678503,7.975653879509927,0.6780901121685758
estupideces,9.211254845412899,8.533426294417168,0.6778285509957307
usado,9.39511723547556,8.717382934296698,0.6777343011788624
estúpido,8.904702608969696,8.227085030400666,0.6776175785690306
platillo,9.092049333690401,8.415643258760785,0.6764060749296164
técnica,8.445640050862133,7.769279351440575,0.6763606994215579
expresidente,9.49729655970178,8.821108366868948,0.6761881928328322
economia,9.49729655970178,8.821108366868948,0.6761881928328322
novias,9.49729655970178,8.821108366868948,0.6761881928328322
increible,9.49729655970178,8.821108366868948,0.6761881928328322
10pm,9.49729655970178,8.821108366868948,0.6761881928328322
podria,8.804149379141837,8.127961186309005,0.6761881928328322
acusan,9.49729655970178,8.821108366868948,0.6761881928328322
malandros,9.343145879874523,8.666957687041691,0.6761881928328322
cago,9.091831451593617,8.415643258760785,0.6761881928328322
imaginate,9.343145879874523,8.666957687041691,0.6761881928328322
jueces,9.49729655970178,8.821108366868948,0.6761881928328322
negar,9.49729655970178,8.821108366868948,0.6761881928328322
renovar,9.49729655970178,8.821108366868948,0.6761881928328322
destruyendo,9.49729655970178,8.821108366868948,0.6761881928328322
borrego,9.343145879874523,8.666957687041691,0.6761881928328322
paula,9.343145879874523,8.666957687041691,0.6761881928328322
compañia,9.20961448725,8.533426294417168,0.6761881928328322
peto,9.49729655970178,8.821108366868948,0.6761881928328322
entras,9.343145879874523,8.666957687041691,0.6761881928328322
ka,8.98647093593579,8.31028274310296,0.6761881928328304
frutas,9.59784978952964,8.921958861378961,0.6758909281506789
corredor,9.59784978952964,8.921958861378961,0.6758909281506789
plenitud,9.59784978952964,8.921958861378961,0.6758909281506789
fuí,9.443699109702383,8.767808181551704,0.6758909281506789
continua,9.342436977646646,8.666957687041691,0.6754792906049545
tianguis,9.342436977646646,8.666957687041691,0.6754792906049545
placer,7.94657681474277,7.271341620622508,0.6752351941202619
dará,8.634915090443707,7.960385673074741,0.6745294173689658
muertos,7.666616393832052,6.992270373515649,0.6743460203164027
pague,9.039369075861488,8.365733158284716,0.6736359175767728
sam,9.45400875330375,8.781445078349046,0.6725636749547039
heridas,9.31016771707786,8.637604042123156,0.6725636749547039
azul,7.593063367836536,6.921512413823215,0.6715509540133215
adame,9.087024165763651,8.415643258760785,0.6713809070028667
dirección,8.28733037747335,7.616032876466021,0.6712975010073281
cuidate,9.18757739559151,8.516493753270797,0.6710836423207134
contentos,9.18757739559151,8.516493753270797,0.6710836423207134
participantes,9.18757739559151,8.516493753270797,0.6710836423207134
comentó,9.18757739559151,8.516493753270797,0.6710836423207134
loma,9.18757739559151,8.516493753270797,0.6710836423207134
mártir,8.98647093593579,8.315823057808647,0.6706478781271432
sentí,8.170752779195174,7.500685647253566,0.6700671319416083
pudo,7.854839345760991,7.185060928838155,0.6697784169228358
árbol,8.516266065870417,7.8470819366526685,0.6691841292177481
enamorada,8.918788047453045,8.24961612744484,0.6691719200082051
gráfica,9.410720946905721,8.741781789829144,0.6689391570765775
exámenes,9.410720946905721,8.741781789829144,0.6689391570765775
inés,9.410720946905721,8.741781789829144,0.6689391570765775
demos,9.410720946905721,8.741781789829144,0.6689391570765775
34,8.793130833312592,8.12471831096437,0.6684125223482216
metro,9.31804189556193,8.650617237984436,0.6674246575774934
interior,8.166749349064908,7.499504659894786,0.667244689170122
mexico,5.491862507042676,4.825433991637234,0.6664285154054417
iniciando,8.586708225609698,7.920350153335569,0.6663580722741287
poderosa,9.294781887744485,8.62913777154997,0.6656441161945139
recomiendan,9.49729655970178,8.831870325604052,0.6654262340977279
físicamente,9.198595941420756,8.533426294417168,0.6651696470035873
chavo,8.50544876086081,7.840279113857223,0.6651696470035873
excepción,9.198595941420756,8.533426294417168,0.6651696470035873
atacar,9.150940851518595,8.485833249810145,0.6651076017084492
contratar,9.292937911249338,8.62913777154997,0.6638001396993669
lloré,9.048543645195586,8.38510684589041,0.6634367993051757
pastillas,9.520774449616013,8.858520418262675,0.6622540313533385
septiembre,8.787605915219299,8.125706175735097,0.6618997394842019
bello,7.743488249216355,7.081790717183984,0.6616975320323712
time,8.381530678908518,7.720241067626932,0.6612896112815863
disfruto,8.963594126797888,8.302809861947367,0.6607842648505216
resignación,9.294781887744485,8.634276788927181,0.6605050988173033
decidió,9.25127619924967,8.591725720156244,0.6595504790934257
comido,9.45400875330375,8.794458274210326,0.6595504790934239
pieza,9.192384681421476,8.533426294417168,0.6589583870043079
recibieron,9.292937911249338,8.634276788927181,0.6586611223221563
pay,9.292937911249338,8.634276788927181,0.6586611223221563
raíz,9.092267215787187,8.434871488069074,0.6573957277181126
porno,9.265361637733017,8.608250397204621,0.6571112405283959
actuación,9.265361637733017,8.608250397204621,0.6571112405283959
señales,9.265361637733017,8.608250397204621,0.6571112405283959
catrina,9.410720946905721,8.754794985690424,0.6559259612152974
sabías,9.134179505499272,8.47834229785946,0.6558372076398129
terminamos,9.06741380918701,8.411611480251628,0.6558023289353816
fríos,9.292937911249338,8.637604042123156,0.6553338691261814
tronco,9.343145879874523,8.688029289378163,0.6551165904963607
haremos,9.048543645195586,8.394850134232305,0.6536935109632811
alegrías,8.943244014357772,8.289796666086087,0.6534473482716852
rt,7.048663439766854,6.397223127290066,0.6514403124767885
artículos,9.31804189556193,8.666957687041691,0.6510842085202384
orale,9.31804189556193,8.666957687041691,0.6510842085202384
carretera,7.840421439462302,7.189508134484012,0.6509133049782898
demandar,9.520774449616013,8.871533614123955,0.6492408354920585
abrimos,9.265361637733017,8.61612080224096,0.6492408354920567
óscar,9.544252339530244,8.895932469656401,0.648319869873843
cortina,9.544252339530244,8.895932469656401,0.648319869873843
informativo,9.544252339530244,8.895932469656401,0.648319869873843
plantel,9.544252339530244,8.895932469656401,0.648319869873843
contarle,9.544252339530244,8.895932469656401,0.648319869873843
findeaño,9.544252339530244,8.895932469656401,0.648319869873843
ministerio,9.544252339530244,8.895932469656401,0.648319869873843
alza,9.544252339530244,8.895932469656401,0.648319869873843
todossomosamlo,9.544252339530244,8.895932469656401,0.648319869873843
incendios,9.544252339530244,8.895932469656401,0.648319869873843
rencor,9.544252339530244,8.895932469656401,0.648319869873843
izquierdo,9.544252339530244,8.895932469656401,0.648319869873843
empeño,9.544252339530244,8.895932469656401,0.648319869873843
holi,9.544252339530244,8.895932469656401,0.648319869873843
gobernación,9.544252339530244,8.895932469656401,0.648319869873843
desinformación,9.544252339530244,8.895932469656401,0.648319869873843
guerreras,9.544252339530244,8.895932469656401,0.648319869873843
detección,9.544252339530244,8.895932469656401,0.648319869873843
gata,9.544252339530244,8.895932469656401,0.648319869873843
presentan,9.544252339530244,8.895932469656401,0.648319869873843
suceda,9.20961448725,8.56237207523771,0.6472424120122913
dictadura,9.062629083678935,8.415643258760785,0.6469858249181506
imaginación,9.107435163023778,8.462078909802981,0.6453562532207968
selva,8.98647093593579,8.34145569909819,0.6450152368375992
lópez,6.752763004503676,6.108140492553718,0.644622511949958
ubicado,9.376933413390123,8.732388981875092,0.6445444315150315
especialidad,8.77201778344164,8.127961186309005,0.6440565971326357
torre,9.25127619924967,8.608250397204621,0.6430258020450488
atencion,9.25127619924967,8.608250397204621,0.6430258020450488
proporcional,9.25127619924967,8.608250397204621,0.6430258020450488
corrido,9.251276199249668,8.608250397204621,0.643025802045047
extrema,9.410720946905721,8.767808181551704,0.6429127653540174
saludan,9.410720946905721,8.767808181551704,0.6429127653540174
tecnologías,9.410720946905721,8.767808181551704,0.6429127653540174
cumbia,9.410720946905721,8.767808181551704,0.6429127653540174
telefónica,9.410720946905721,8.767808181551704,0.6429127653540174
ambulancia,9.410720946905721,8.767808181551704,0.6429127653540174
recepción,9.410720946905721,8.767808181551704,0.6429127653540174
asiste,9.410720946905721,8.767808181551704,0.6429127653540174
crudo,9.410720946905721,8.767808181551704,0.6429127653540174
asuntos,8.760861572743806,8.119629153587441,0.6412324191563652
envío,8.365604357956066,7.724421265034862,0.6411830929212039
mediante,8.57703991813507,7.935990590990024,0.641049327145045
miserable,8.653743991678503,8.013065930903654,0.6406780607748495
mañanero,9.008522291358819,8.368105791756813,0.6404164996020061
riesgos,9.292937911249338,8.653532853634687,0.6394050576146508
youtube,7.721203192027332,7.0820643985290275,0.6391387934983044
culito,8.257910127461884,7.619047732728416,0.6388623947334677
oral,9.49729655970178,8.858520418262675,0.6387761414391058
paren,9.49729655970178,8.858520418262675,0.6387761414391058
credibilidad,9.343145879874523,8.7062131114636,0.636932768410924
verdaderos,9.039369075861488,8.403145209678442,0.6362238661830464
cuidemos,9.217706547830854,8.58172727396074,0.6359792738701149
sucedido,9.544252339530244,8.908945665517681,0.635306674012563
diablos,9.544252339530244,8.908945665517681,0.635306674012563
disfruté,9.544252339530244,8.908945665517681,0.635306674012563
versiones,9.544252339530244,8.908945665517681,0.635306674012563
pesa,9.376933413390123,8.741781789829144,0.6351516235609793
debía,9.376933413390123,8.741781789829144,0.6351516235609793
regalando,9.376933413390123,8.741781789829144,0.6351516235609793
beneficia,9.376933413390123,8.741781789829144,0.6351516235609793
hbo,9.376933413390123,8.741781789829144,0.6351516235609793
histórico,8.4508219679159,7.816225258321517,0.6345967095943825
dirá,8.94443469464682,8.31028274310296,0.6341519515438598
efectos,8.864681255132929,8.231029849616332,0.6336514055165967
cc,8.606910637698299,7.973810506481746,0.633100131216553
flaco,9.45400875330375,8.821108366868948,0.6329003864348017
judas,9.45400875330375,8.821108366868948,0.6329003864348017
gracioso,9.45400875330375,8.821108366868948,0.6329003864348017
entera,9.211254845412899,8.578712524294964,0.6325423211179348
secretaria,8.458148270155492,7.8257607622920204,0.6323875078634718
azules,8.94443469464682,8.313052900455801,0.631381794191018
reuniones,9.048543645195586,8.41853103901182,0.630012606183767
agencia,8.701970054915613,8.071957448731846,0.630012606183767
lxs,9.31804189556193,8.688029289378163,0.630012606183767
jesucristo,9.005255838797556,8.37557517797462,0.6296806608229364
ayudan,9.251276199249668,8.62193660322361,0.6293395960260586
pintura,8.99462757430019,8.365733158284716,0.6288944160154752
armas,7.874180520699636,7.24557200611053,0.6286085145891063
estrategias,9.039369075861488,8.41113323761297,0.6282358382485178
conveniencia,9.39511723547556,8.767808181551704,0.6273090539238559
integración,9.39511723547556,8.767808181551704,0.6273090539238559
atiende,9.39511723547556,8.767808181551704,0.6273090539238559
tales,9.39511723547556,8.767808181551704,0.6273090539238559
sueña,9.39511723547556,8.767808181551704,0.6273090539238559
brillo,9.39511723547556,8.767808181551704,0.6273090539238559
31,7.916706095179541,7.289542998634126,0.6271630965454156
ayuntamiento,8.50075939399212,7.874216045715862,0.6265433482762575
cobro,9.150940851518595,8.524960023843983,0.6259808276746117
alias,9.292937911249338,8.666957687041691,0.6259802242076464
posibilidades,9.292937911249338,8.666957687041691,0.6259802242076464
incluido,9.292937911249338,8.666957687041691,0.6259802242076464
regios,9.292937911249338,8.666957687041691,0.6259802242076464
valiosa,9.292937911249338,8.666957687041691,0.6259802242076464
parque,7.6524470880099456,7.026533646900558,0.6259134411093878
ntp,9.49729655970178,8.871533614123955,0.6257629455778257
disculpe,9.49729655970178,8.871533614123955,0.6257629455778257
priista,9.49729655970178,8.871533614123955,0.6257629455778257
lindas,8.991713985959326,8.366184885652387,0.6255291003069381
músicos,9.18757739559151,8.562372075237707,0.6252053203538033
volverá,9.18757739559151,8.56237207523771,0.6252053203538015
lesiones,9.520774449616013,8.895932469656401,0.6248419799596121
identificar,9.520774449616013,8.895932469656401,0.6248419799596121
vendrán,9.520774449616013,8.895932469656401,0.6248419799596121
villas,8.933853722035542,8.31028274310296,0.6235709789325821
muerto,7.912896529905001,7.289542998634126,0.6233535312708751
congruencia,9.139704423592564,8.516493753270797,0.6232106703217664
expresar,9.139704423592564,8.516493753270797,0.6232106703217664
karen,9.139704423592564,8.516493753270797,0.6232106703217664
reflexiones,9.443699109702383,8.821108366868948,0.6225907428334345
adán,9.443699109702383,8.821108366868948,0.6225907428334345
engaño,9.443699109702383,8.821108366868948,0.6225907428334345
lidiar,9.443699109702383,8.821108366868948,0.6225907428334345
detenido,9.544252339530244,8.921958861378961,0.622293478151283
64,9.544252339530244,8.921958861378961,0.622293478151283
conservar,9.544252339530244,8.921958861378961,0.622293478151283
almohada,9.544252339530244,8.921958861378961,0.622293478151283
injusticia,9.544252339530244,8.921958861378961,0.622293478151283
sensibilidad,9.544252339530244,8.921958861378961,0.622293478151283
conmemoramos,9.544252339530244,8.921958861378961,0.622293478151283
preservar,9.544252339530244,8.921958861378961,0.622293478151283
arde,9.544252339530244,8.921958861378961,0.622293478151283
empanadas,9.544252339530244,8.921958861378961,0.622293478151283
vinculación,9.544252339530244,8.921958861378961,0.622293478151283
tocino,9.544252339530244,8.921958861378961,0.622293478151283
tomada,9.544252339530244,8.921958861378961,0.622293478151283
maestras,9.544252339530244,8.921958861378961,0.622293478151283
inscripción,9.544252339530244,8.921958861378961,0.622293478151283
feliznavidad,9.544252339530244,8.921958861378961,0.622293478151283
deportivos,9.544252339530244,8.921958861378961,0.622293478151283
acabando,9.544252339530244,8.921958861378961,0.622293478151283
contribuir,9.544252339530244,8.921958861378961,0.622293478151283
paola,9.544252339530244,8.921958861378961,0.622293478151283
males,9.544252339530244,8.921958861378961,0.622293478151283
acude,8.851105158970299,8.228811680819016,0.622293478151283
diversas,9.150940851518595,8.528802423818895,0.6221384276996993
pre,9.150940851518595,8.528802423818895,0.6221384276996993
contando,9.25127619924967,8.62913777154997,0.6221384276996993
sensible,9.03035982311015,8.40822139541045,0.6221384276996993
escucharlo,9.376933413390123,8.754794985690424,0.6221384276996993
opinas,9.45400875330375,8.831870325604052,0.6221384276996975
biblioteca,9.45400875330375,8.831870325604052,0.6221384276996975
pierdo,9.198595941420756,8.578712524294964,0.6198834171257914
cervezas,9.092049333690401,8.47227976601507,0.6197695676753305
portal,9.211254845412899,8.591725720156244,0.6195291252566548
regala,8.991713985959326,8.373724959666976,0.6179890262923493
lic,8.100446760448525,7.4825542898983,0.6178924705502249
lozoya,9.134179505499272,8.516493753270797,0.6176857522284749
houston,9.150940851518595,8.533426294417168,0.6175145571014262
mty,9.150940851518595,8.533426294417168,0.6175145571014262
querido,7.472484455076305,6.855090895461494,0.6173935596148112
16,7.460460921822787,6.8434153547577425,0.6170455670650448
revisa,9.25127619924967,8.634276788927181,0.6169994103224887
ventajas,9.25127619924967,8.634276788927181,0.6169994103224887
enamorado,8.63781377039972,8.021532201476841,0.6162815689228793
residencia,9.410720946905721,8.794458274210326,0.6162626726953953
topo,9.410720946905721,8.794458274210326,0.6162626726953953
leal,9.410720946905721,8.794458274210326,0.6162626726953953
político,7.769475429706259,7.153934756092724,0.6155406736135349
parejas,8.518922122420143,7.904086765279092,0.6148353571410512
enemigos,8.955842033529905,8.341097633781324,0.6147443997485809
mtro,8.921630553568763,8.306959263354713,0.6146712902140496
interesa,7.780155214287798,7.165688479823298,0.6144667344645001
ok,7.441215271769708,6.827444878260828,0.6137703935088794
influencia,9.39511723547556,8.781445078349046,0.6136721571265138
callado,9.39511723547556,8.781445078349046,0.6136721571265138
propósitos,9.251276199249668,8.637604042123156,0.613672157126512
reloj,9.091831451593617,8.478342297859458,0.6134891537341591
celebración,8.818777480506366,8.205572190021476,0.6132052904848901
sientas,8.864681255132927,8.25238461469236,0.612296640440567
llevará,8.760861572743805,8.14876897314548,0.6120925995983253
miente,9.376933413390123,8.765104629291791,0.6118287840983321
ignorantes,8.818777480506366,8.208032225787349,0.6107452547190171
banqueta,9.265361637733017,8.655787864208593,0.6095737735244242
tías,9.217706547830854,8.608250397204621,0.609456150626233
chingonas,9.376933413390123,8.767808181551704,0.6091252318384193
vestir,9.376933413390123,8.767808181551704,0.6091252318384193
recorrer,9.376933413390123,8.767808181551704,0.6091252318384193
cartón,9.376933413390123,8.767808181551704,0.6091252318384193
sumando,9.376933413390123,8.767808181551704,0.6091252318384193
vicente,8.948208297464511,8.339503983094543,0.6087043143699677
darán,9.294781887744485,8.687878517666917,0.6069033700775677
70,8.304269810297084,7.697740362477016,0.6065294478200682
borolas,9.139704423592564,8.533426294417168,0.6062781291753954
recorrido,8.774054950330402,8.167949183070156,0.6061057672602459
volveré,9.292937911249338,8.687878517666917,0.6050593935824207
pagamos,8.772968806435776,8.167949183070156,0.6050196233656191
paisaje,8.898733550149599,8.294993518886367,0.6037400312632322
latino,9.31804189556193,8.714679382036785,0.6033625135251448
mediocre,9.211254845412899,8.608250397204621,0.6030044482082779
estudia,9.092267215787187,8.490467361548237,0.6017998542389495
chucho,9.49729655970178,8.895932469656401,0.6013640900453794
johnny,9.343145879874523,8.741781789829144,0.6013640900453794
isr,9.20961448725,8.608250397204621,0.6013640900453794
7pm,9.343145879874523,8.741781789829144,0.6013640900453794
chidas,9.20961448725,8.608250397204621,0.6013640900453794
doblada,9.20961448725,8.608250397204621,0.6013640900453794
invitada,9.20961448725,8.608250397204621,0.6013640900453794
micro,9.49729655970178,8.895932469656401,0.6013640900453794
documentar,9.20961448725,8.608250397204621,0.6013640900453794
piano,9.343145879874523,8.741781789829144,0.6013640900453794
tardo,9.49729655970178,8.895932469656401,0.6013640900453794
desviar,9.49729655970178,8.895932469656401,0.6013640900453794
resiliencia,9.343145879874523,8.741781789829144,0.6013640900453794
exquisito,9.343145879874523,8.741781789829144,0.6013640900453794
tranquilos,9.343145879874523,8.741781789829144,0.6013640900453794
jala,8.804149379141837,8.202785289096457,0.6013640900453794
eternos,9.49729655970178,8.895932469656401,0.6013640900453794
destruido,9.49729655970178,8.895932469656401,0.6013640900453794
idioma,9.343145879874523,8.741781789829144,0.6013640900453794
lotería,9.49729655970178,8.895932469656401,0.6013640900453794
bocina,9.49729655970178,8.895932469656401,0.6013640900453794
nublado,9.343145879874523,8.741781789829144,0.6013640900453794
iii,9.49729655970178,8.895932469656401,0.6013640900453794
romero,8.904702608969696,8.303652014354121,0.6010505946155753
fraccionamiento,8.995863387366672,8.395188677982265,0.6006747093844069
vargas,9.39511723547556,8.794458274210326,0.6006589612652338
soberanía,9.31804189556193,8.717382934296698,0.600658961265232
juana,9.342436977646646,8.741781789829144,0.6006551878175017
aumentar,9.342436977646646,8.741781789829144,0.6006551878175017
empleo,8.65694914452934,8.056571619398468,0.6003775251308721
maya,8.753109479475821,8.152965387116067,0.6001440923597539
fam,8.891160756131466,8.291030451843183,0.6001303042882835
green,9.520774449616013,8.921958861378961,0.598815588237052
refleja,9.520774449616013,8.921958861378961,0.598815588237052
fruta,9.520774449616013,8.921958861378961,0.598815588237052
sirvió,9.520774449616013,8.921958861378961,0.598815588237052
acompáñanos,9.520774449616013,8.921958861378961,0.598815588237052
creyó,9.520774449616013,8.921958861378961,0.598815588237052
arrastrada,9.265361637733017,8.666957687041691,0.5984039506913259
privados,9.265361637733017,8.666957687041691,0.5984039506913259
rojos,8.908186943627744,8.31028274310296,0.5979042005247841
promesas,9.10743516302378,8.509691817408797,0.5977433456149832
gerardo,9.265361637733017,8.668801060069873,0.5965605776631442
global,8.936971869538482,8.341455699098189,0.5955161704402929
vos,9.03035982311015,8.434871488069072,0.5954883350410771
generan,9.150940851518595,8.555452516477517,0.5954883350410771
mandamos,9.25127619924967,8.655787864208593,0.5954883350410771
chacal,9.45400875330375,8.858520418262675,0.5954883350410753
angel,8.995863387366674,8.400375052325598,0.5954883350410753
pónganse,9.251276199249668,8.655787864208593,0.5954883350410753
rabia,9.45400875330375,8.858520418262675,0.5954883350410753
bloquear,8.851105158970299,8.256534016099707,0.594571142870592
terrible,8.649289797086702,8.054854782661202,0.5944350144254997
querían,8.904702608969696,8.31028274310296,0.5944198658667368
ciudadanía,8.270869755264245,7.676528138381541,0.594341616882704
cerramos,9.039369075861488,8.445275381487312,0.5940936943741768
labios,8.524559367270909,7.931240233029133,0.5933191342417761
porfavor,8.624894715001984,8.031936094895077,0.5929586201069075
desayunando,9.31016771707786,8.717382934296698,0.5927847827811625
encuesta,9.039369075861488,8.447884683930354,0.5914843919311341
deli,9.107435163023778,8.516493753270797,0.5909414097529808
refinería,9.31804189556193,8.727692577898065,0.5903493176638648
what,9.198595941420756,8.608250397204621,0.5903455442161345
podrás,8.904702608969696,8.314801325709967,0.5899012832597297
automovilistas,9.410720946905721,8.821108366868948,0.5896125800367731
gluten,9.410720946905721,8.821108366868948,0.5896125800367731
vinieron,9.410720946905721,8.821108366868948,0.5896125800367731
morelia,9.410720946905721,8.821108366868948,0.5896125800367731
scjn,9.410720946905721,8.821108366868948,0.5896125800367731
ganarle,9.410720946905721,8.821108366868948,0.5896125800367731
putazos,9.410720946905721,8.821108366868948,0.5896125800367731
morenista,9.410720946905721,8.821108366868948,0.5896125800367731
colorada,9.410720946905721,8.821108366868948,0.5896125800367731
asado,9.410720946905721,8.821108366868948,0.5896125800367731
solucionar,9.410720946905721,8.821108366868948,0.5896125800367731
quedas,9.005255838797556,8.415643258760785,0.5896125800367713
explico,8.804367261238621,8.214972563298634,0.5893946979399871
energía,7.372230070413759,6.783395469943983,0.5888346004697764
telegram,8.346221895301543,7.7576531190206595,0.5885687762808836
sonriendo,9.49729655970178,8.908945665517681,0.5883508941840994
maravillas,9.11351922227977,8.52603226646605,0.5874869558137199
santiago,8.426378210220717,7.838912583769545,0.5874656264511717
discursos,9.292937911249338,8.7062131114636,0.5867247997857383
pedazo,9.039369075861488,8.453055310154511,0.5863137657069775
copiar,9.31804189556193,8.732388981875092,0.5856529136868378
diseños,8.995863387366674,8.41113323761297,0.5847301497537032
imaginas,9.25127619924967,8.666957687041691,0.5843185122079788
comandante,9.25127619924967,8.666957687041691,0.5843185122079788
ai,9.25127619924967,8.666957687041691,0.5843185122079788
disculpas,9.192384681421476,8.608250397204621,0.5841342842168551
alegre,9.192384681421476,8.608250397204621,0.5841342842168551
confiar,8.943244014357772,8.359639521183627,0.5836044931741444
hot,8.475136449952593,7.8916720408883,0.5834644090642938
descanso,7.639236345881723,7.055783896419727,0.5834524494619959
inmediata,8.98647093593579,8.403145209678442,0.5833257262573479
recibimos,9.092267215787187,8.509691817408797,0.5825753983783901
inclusión,9.107435163023778,8.524960023843981,0.5824751391797971
vivan,9.25127619924967,8.668801060069873,0.5824751391797971
miro,8.995863387366672,8.413388248186877,0.5824751391797953
sintió,9.198595941420756,8.61612080224096,0.5824751391797953
alegra,9.45400875330375,8.871533614123955,0.5824751391797953
échale,9.410720946905721,8.828283006025684,0.5824379408800375
intensa,9.410720946905721,8.828283006025684,0.5824379408800375
celebran,9.18757739559151,8.605877763732524,0.5816996318589869
celebramos,8.836636521807407,8.25553057063486,0.581105951172546
propia,7.877992878541989,7.297097880886112,0.5808949976558768
acorde,9.097125519422411,8.516493753270797,0.5806317661516136
disfrutar,7.292870292169823,6.712607085294344,0.5802632068754789
podamos,8.991713985959326,8.411611480251628,0.5801025057076981
hablen,9.217706547830854,8.637604042123156,0.5801025057076981
manches,9.039369075861488,8.45926657015379,0.5801025057076981
puerto,7.119554190249159,6.539614029491768,0.5799401607573902
influencers,9.18757739559151,8.608250397204621,0.5793269983868896
hehe,9.18757739559151,8.608250397204621,0.5793269983868896
suelta,9.18757739559151,8.608250397204621,0.5793269983868896
rompió,9.18757739559151,8.608250397204621,0.5793269983868896
desempeño,9.410720946905721,8.831870325604052,0.5788506213016689
andy,9.410720946905721,8.831870325604052,0.5788506213016689
ciertas,9.410720946905721,8.831870325604052,0.5788506213016689
universal,9.092267215787187,8.5134624697454,0.5788047460417864
cagan,9.292937911249338,8.714679382036785,0.5782585292125528
recibió,8.98647093593579,8.40822139541045,0.5782495405253396
volverán,9.343145879874523,8.765104629291791,0.5780412505827321
pasajeros,9.343145879874523,8.765104629291791,0.5780412505827321
lealtad,9.139704423592564,8.562113773953094,0.57759064963947
centro,6.425879082617931,5.848328363528846,0.5775507190890856
enteré,9.342436977646646,8.765104629291791,0.5773323483548545
elementos,8.701970054915613,8.124878605910155,0.577091449005458
intenciones,9.211254845412899,8.634276788927181,0.5769780564857179
sopa,9.211254845412899,8.634276788927181,0.5769780564857179
cielos,9.211254845412899,8.634276788927181,0.5769780564857179
zona,7.513351895773749,6.936412473462517,0.5769394223112316
exposición,8.859472538264137,8.282564181269997,0.5769083569941404
actitud,7.582936833727786,7.0061492924659445,0.5767875412618411
tomamos,9.31804189556193,8.741781789829144,0.5762601057327856
directivo,9.092267215787187,8.516493753270797,0.5757734625163895
entregamos,9.092267215787187,8.516493753270797,0.5757734625163895
causas,8.69052790799882,8.114927618193596,0.5756002898052248
susana,8.398684271033671,7.823346572710851,0.5753376983228202
frías,9.343145879874523,8.767808181551704,0.5753376983228193
felizviernes,9.20961448725,8.634276788927181,0.5753376983228193
despedimos,9.49729655970178,8.921958861378961,0.5753376983228193
reducción,9.343145879874523,8.767808181551704,0.5753376983228193
asesor,9.49729655970178,8.921958861378961,0.5753376983228193
aspiracionistas,9.49729655970178,8.921958861378961,0.5753376983228193
rompen,9.343145879874523,8.767808181551704,0.5753376983228193
quinto,9.49729655970178,8.921958861378961,0.5753376983228193
intensos,9.49729655970178,8.921958861378961,0.5753376983228193
agencias,9.343145879874523,8.767808181551704,0.5753376983228193
abriendo,9.49729655970178,8.921958861378961,0.5753376983228193
vió,9.49729655970178,8.921958861378961,0.5753376983228193
sectores,9.342436977646646,8.767808181551704,0.5746287960949417
destrucción,9.342436977646646,8.767808181551704,0.5746287960949417
vistas,9.342436977646646,8.767808181551704,0.5746287960949417
cañón,8.645140395679352,8.070752237883465,0.5743881577958874
verá,9.45400875330375,8.879666565968103,0.5743421873356471
apoye,9.39511723547556,8.821108366868948,0.5740088686066116
atenta,9.39511723547556,8.821108366868948,0.5740088686066116
robó,9.39511723547556,8.821108366868948,0.5740088686066116
roma,9.39511723547556,8.821108366868948,0.5740088686066116
aviones,9.39511723547556,8.821108366868948,0.5740088686066116
emociones,8.393691139161978,7.820894495818302,0.5727966433436764
cargos,8.65213230320242,8.079831627215915,0.5723006759865044
realizado,9.265361637733017,8.69312796998963,0.5722336677433866
dm,7.733231029660772,7.1612610583323155,0.5719699713284561
tesoro,9.062135662337349,8.490467361548237,0.5716683007891117
utilizar,9.087024165763651,8.516493753270797,0.5705304124928539
cdmx,7.181564306564451,6.6113796140282695,0.5701846925361815
linea,8.864681255132929,8.295193859154763,0.5694873959781663
impotencia,9.107435163023778,8.539045462327332,0.5683897006964465
caminar,8.191144431149624,7.623359178705613,0.5677852524440112
reyna,8.877668998334558,8.31028274310296,0.5673862552315985
vip,9.150940851518595,8.583851541672175,0.5670893098464198
hospitales,9.217706547830854,8.650617237984436,0.567089309846418
proteger,8.908186943627744,8.34145569909819,0.5667312445295529
onu,8.753109479475823,8.18651938540816,0.5665900940676636
dip,9.092267215787187,8.526042579073016,0.5662246367141712
diputados,7.58358095631147,7.0182169753539325,0.565363980957537
copia,8.991713985959326,8.426958737917039,0.564755248042287
2016,9.198595941420756,8.634276788927181,0.5643191524935744
delitos,8.624894715001984,8.060754641694336,0.564140073307648
ig,8.279100626127702,7.715194443002502,0.5639061831252006
raíces,9.092267215787187,8.528802423818895,0.5634647919682916
definición,9.39511723547556,8.831870325604052,0.5632469098715074
recibe,8.148741835909016,7.58593926599958,0.5628025699094357
procesos,8.821710040232565,8.259304173452552,0.5624058667800131
